id,title,overview,video,original_language,popularity,release_date,vote_average,vote_count,genres,keywords
607259,Fatherhood,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",False,en,29.228,2021-06-18,7.6,1182,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 1009, 'name': 'baby'}, {'id': 11093, 'name': 'parenthood'}, {'id': 162225, 'name': 'fatherhood'}, {'id': 256356, 'name': 'social comedy'}]"
587562,Two by Two: Overboard!,"The Honeymoon is over… How we enjoyed the party when our amphibious Nestrian chums discovered their incredible newfound agility underwater! But, when we revisit our curious, loveable pals, the entire animal kingdom’s survival is once again at stake. Amid the prospect of no new land on which to live and prosper, not to mention the ever-diminishing food resources, the mood on board the Ark is laden with mounting tensions, which regularly spill over into ark rage. Fragile peace is frequently broken with general chaos ensuing. How can our unlikely heroes help? And what lies beneath for Finny in an oceanful of possibilities when he quite literally falls into some rather surprising new company?",False,en,12.207,2020-09-24,7.6,141,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'id': 210450, 'name': ""noah's ark""}]"
283587,Beasts of No Nation,"Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.",False,en,18.603,2015-09-11,7.6,1566,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'id': 409, 'name': 'africa'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 190337, 'name': 'child soldier'}, {'id': 241982, 'name': 'children in wartime'}]"
11046,Where Eagles Dare,"World War II is raging, and an American general has been captured and is being held hostage in the Schloss Adler, a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.",False,en,19.428,1968-12-04,7.6,755,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]","[{'id': 74, 'name': 'germany'}, {'id': 1262, 'name': 'mountain'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2019, 'name': 'liberation of prisoners'}, {'id': 2279, 'name': 'bavaria, germany'}, {'id': 2652, 'name': 'nazi'}, {'id': 3098, 'name': 'castle'}, {'id': 3269, 'name': 'secret mission'}, {'id': 4300, 'name': 'parachute'}, {'id': 4654, 'name': 'undercover agent'}, {'id': 11448, 'name': 'two man army'}, {'id': 12347, 'name': 'infiltration'}, {'id': 14601, 'name': 'explosion'}, {'id': 15246, 'name': 'sabotage'}, {'id': 15248, 'name': 'commando'}, {'id': 33482, 'name': 'war hero'}, {'id': 160175, 'name': 'alps mountains'}, {'id': 206416, 'name': 'cable car'}, {'id': 207883, 'name': '1940s'}, {'id': 241710, 'name': 'sidecar'}, {'id': 250206, 'name': 'fall from height'}]"
3558,"Girl, Interrupted","Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",False,en,19.432,1999-12-21,7.6,3342,"[{'id': 18, 'name': 'Drama'}]","[{'id': 818, 'name': 'based on novel or book'}, {'id': 1252, 'name': 'suicide attempt'}, {'id': 1284, 'name': 'identity'}, {'id': 1525, 'name': 'puberty'}, {'id': 5248, 'name': 'female friendship'}, {'id': 5565, 'name': 'biography'}, {'id': 6255, 'name': 'insanity'}, {'id': 6846, 'name': 'borderline personality disorder'}, {'id': 9672, 'name': 'based on true story'}, {'id': 10323, 'name': 'psychiatric hospital'}, {'id': 10685, 'name': 'escape'}, {'id': 11322, 'name': 'female protagonist'}, {'id': 11857, 'name': 'mental institution'}, {'id': 14641, 'name': 'based on memoir or autobiography'}, {'id': 15106, 'name': 'psychiatrist'}, {'id': 33407, 'name': 'hanging'}, {'id': 41329, 'name': 'mental illness'}, {'id': 156851, 'name': 'psychiatric ward'}, {'id': 157791, 'name': 'self mutilation'}, {'id': 208992, 'name': '1960s'}]"
824,Moulin Rouge!,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",False,en,19.566,2001-05-24,7.6,4129,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]","[{'id': 90, 'name': 'paris, france'}, {'id': 2334, 'name': 'nightclub'}, {'id': 2710, 'name': 'fairy'}, {'id': 4178, 'name': 'courtesan'}, {'id': 4235, 'name': 'duke'}, {'id': 4344, 'name': 'musical'}, {'id': 5933, 'name': 'poet'}, {'id': 6564, 'name': 'terminal illness'}, {'id': 9673, 'name': 'love'}, {'id': 13028, 'name': 'writer'}, {'id': 13059, 'name': 'prostitution'}, {'id': 34079, 'name': 'death'}, {'id': 40895, 'name': 'illness'}, {'id': 159845, 'name': 'tuberculosis'}, {'id': 164754, 'name': 'bohemian'}, {'id': 186403, 'name': 'dance hall'}, {'id': 207928, 'name': '19th century'}, {'id': 236170, 'name': 'early 1900s'}, {'id': 255562, 'name': 'belle epoque'}, {'id': 272720, 'name': 'dying in arms'}, {'id': 286529, 'name': 'jukebox musical'}]"
109424,Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",False,en,19.471,2013-10-10,7.6,6267,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 3799, 'name': 'ship'}, {'id': 4245, 'name': 'hijacking'}, {'id': 4265, 'name': 'somalia'}, {'id': 5420, 'name': 'fisherman'}, {'id': 12987, 'name': 'poverty'}, {'id': 12988, 'name': 'pirate'}, {'id': 13015, 'name': 'terrorism'}, {'id': 15248, 'name': 'commando'}, {'id': 155238, 'name': 'hijack'}, {'id': 158022, 'name': 'cargo ship'}, {'id': 195737, 'name': 'ship hijacking'}, {'id': 195739, 'name': 'somali'}]"
863,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",False,en,66.394,1999-10-30,7.6,12592,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'id': 2598, 'name': 'museum'}, {'id': 3246, 'name': 'prosecution'}, {'id': 3394, 'name': 'identity crisis'}, {'id': 3800, 'name': 'airplane'}, {'id': 4294, 'name': 'flea market'}, {'id': 4295, 'name': 'collector'}, {'id': 6054, 'name': 'friendship'}, {'id': 9663, 'name': 'sequel'}, {'id': 15214, 'name': 'buddy'}, {'id': 18031, 'name': 'rescue team'}, {'id': 175343, 'name': 'garage sale'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187065, 'name': 'toy comes to life'}, {'id': 209386, 'name': 'personification'}, {'id': 209387, 'name': 'inanimate objects come to life'}]"
451915,Beautiful Boy,"After he and his first wife separate, journalist David Sheff struggles to help their teenage son, who goes from experimenting with drugs to becoming devastatingly addicted to methamphetamine.",False,en,19.661,2018-10-12,7.6,2152,"[{'id': 18, 'name': 'Drama'}]","[{'id': 582, 'name': 'san francisco, california'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1803, 'name': 'drug addiction'}, {'id': 5565, 'name': 'biography'}, {'id': 9672, 'name': 'based on true story'}, {'id': 10649, 'name': 'drug rehabilitation'}, {'id': 14641, 'name': 'based on memoir or autobiography'}, {'id': 240119, 'name': 'father son relationship'}]"
3767,Gilda,"A gambler discovers an old flame while in Argentina, but she's married to his new boss.",False,en,9.664,1946-04-25,7.6,483,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 585, 'name': 'casino'}, {'id': 931, 'name': 'jealousy'}, {'id': 2060, 'name': 'penalty'}, {'id': 2334, 'name': 'nightclub'}, {'id': 2900, 'name': 'buenos aires, argentina'}, {'id': 4988, 'name': 'tricks'}, {'id': 6949, 'name': 'patent'}, {'id': 9807, 'name': 'film noir'}, {'id': 10596, 'name': 'argentina'}, {'id': 34094, 'name': 'extramarital affair'}]"
682507,Where the Crawdads Sing,"Abandoned by her family, Kya raises herself all alone in the marshes outside of her small town. When her former boyfriend is found dead, Kya is instantly branded by the local townspeople and law enforcement as the prime suspect for his murder.",False,en,29.5,2022-07-15,7.6,1103,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 818, 'name': 'based on novel or book'}, {'id': 10349, 'name': 'survival'}, {'id': 162775, 'name': 'marsh'}, {'id': 207046, 'name': 'murder mystery'}, {'id': 207240, 'name': 'murder trial'}, {'id': 208992, 'name': '1960s'}, {'id': 275311, 'name': 'plot twist'}, {'id': 304917, 'name': 'southern culture'}]"
1726,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",False,en,68.251,2008-04-30,7.6,24384,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'id': 539, 'name': 'middle east'}, {'id': 6163, 'name': 'arms dealer'}, {'id': 8613, 'name': 'malibu'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}, {'id': 208630, 'name': 'counterterrorism'}]"
17835,Threads,"Documentary style account of a nuclear holocaust and its effect on the working class city of Sheffield, England; and the eventual long run effects of nuclear war on civilization.",False,en,12.348,1984-09-23,7.6,233,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 1025, 'name': 'great britain'}, {'id': 2300, 'name': 'despair'}, {'id': 5215, 'name': 'northern england'}, {'id': 9180, 'name': 'yorkshire'}, {'id': 10247, 'name': 'nuclear holocaust'}, {'id': 10617, 'name': 'disaster'}, {'id': 34117, 'name': 'cult film'}, {'id': 158419, 'name': 'nuclear fallout'}, {'id': 187652, 'name': 'radiation sickness'}, {'id': 210162, 'name': 'grim'}, {'id': 247170, 'name': 'nuclear winter'}, {'id': 265019, 'name': 'sheffield, england'}, {'id': 298356, 'name': 'societal collapse'}]"
11321,Seven Pounds,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,False,en,29.792,2008-12-18,7.6,6245,"[{'id': 18, 'name': 'Drama'}]","[{'id': 1647, 'name': 'sadness'}, {'id': 4459, 'name': 'vegetarian'}, {'id': 9368, 'name': 'tax collector'}, {'id': 12660, 'name': 'blind'}, {'id': 14743, 'name': 'pianist'}, {'id': 33773, 'name': 'organ transplant'}, {'id': 33774, 'name': 'blood type'}, {'id': 238263, 'name': 'sad story'}]"
333339,Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",False,en,59.982,2018-03-28,7.6,14068,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]","[{'id': 282, 'name': 'video game'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 2964, 'name': 'future'}, {'id': 4563, 'name': 'virtual reality'}, {'id': 4565, 'name': 'dystopia'}, {'id': 5609, 'name': 'nostalgia'}, {'id': 9673, 'name': 'love'}, {'id': 9732, 'name': 'film in film'}, {'id': 11738, 'name': 'evil corporation'}, {'id': 207372, 'name': 'quest'}, {'id': 208289, 'name': '1980s'}, {'id': 243676, 'name': '2040s'}, {'id': 246466, 'name': 'based on young adult novel'}, {'id': 255856, 'name': 'columbus, ohio'}]"
9912,The World's Fastest Indian,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",False,en,19.996,2005-10-12,7.6,606,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]","[{'id': 2658, 'name': 'new zealand'}, {'id': 5303, 'name': 'utah'}, {'id': 7393, 'name': ""life's dream""}, {'id': 9571, 'name': 'motor sport'}, {'id': 14735, 'name': 'motorcycle'}, {'id': 155781, 'name': 'trailer'}, {'id': 188072, 'name': 'mortgage'}, {'id': 208992, 'name': '1960s'}, {'id': 210824, 'name': 'speed records'}]"
829280,Enola Holmes 2,"Now a detective-for-hire like her infamous brother, Enola Holmes takes on her first official case to find a missing girl, as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends — and Sherlock himself — to unravel.",False,en,58.784,2022-11-04,7.6,2009,"[{'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'id': 703, 'name': 'detective'}, {'id': 8250, 'name': 'victorian england'}, {'id': 9663, 'name': 'sequel'}, {'id': 160342, 'name': 'female detective'}, {'id': 273879, 'name': 'sherlock holmes'}]"
10950,I Am Sam,"Sam, a neurodivergent man, has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations as a parent start to become a problem and the authorities take her away. Sam convinces high-priced lawyer Rita to take his case pro bono and in turn teaches her the value of love and family.",False,en,18.724,2001-12-28,7.6,2047,"[{'id': 18, 'name': 'Drama'}]","[{'id': 791, 'name': 'mentally disabled'}, {'id': 2468, 'name': 'foster parents'}, {'id': 10909, 'name': 'lawyer'}, {'id': 170148, 'name': 'pro bono'}, {'id': 170154, 'name': 'social services'}, {'id': 170166, 'name': 'coffee shop manager'}, {'id': 170167, 'name': 'pizza hut'}, {'id': 170173, 'name': ""children's book""}, {'id': 170174, 'name': 'locked door'}, {'id': 178364, 'name': 'child custody'}, {'id': 187056, 'name': 'woman director'}, {'id': 240303, 'name': 'father daughter relationship'}, {'id': 262502, 'name': 'neurodiversity'}]"
523977,Summerland,A woman during the Second World War opens her heart to an evacuee after initially resolving to be rid of him.,False,en,9.828,2020-07-24,7.6,165,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 1956, 'name': 'world war ii'}, {'id': 2227, 'name': 'evacuation'}, {'id': 9833, 'name': 'lesbian relationship'}, {'id': 180487, 'name': 'schoolboy'}, {'id': 187056, 'name': 'woman director'}, {'id': 191485, 'name': 'coastal village'}, {'id': 207883, 'name': '1940s'}, {'id': 244113, 'name': 'sussex'}, {'id': 256184, 'name': 'pagan myth'}]"
765,Evil Dead II,"Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body.",False,en,30.468,1987-03-13,7.6,2667,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 7946, 'name': 'deer'}, {'id': 8636, 'name': 'blood splatter'}, {'id': 11335, 'name': 'tape recorder'}, {'id': 12394, 'name': 'chainsaw'}, {'id': 13153, 'name': 'spirit'}, {'id': 18451, 'name': 'over the top'}, {'id': 34117, 'name': 'cult film'}, {'id': 157458, 'name': 'book of the dead'}, {'id': 157459, 'name': 'evil dead'}, {'id': 157465, 'name': 'eyeball'}, {'id': 157466, 'name': 'necronomicon'}, {'id': 157468, 'name': 'tarmac'}, {'id': 157470, 'name': 'meat cleaver'}, {'id': 164218, 'name': 'psychotronic'}]"
284053,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",False,en,57.735,2017-10-24,7.6,19134,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 9663, 'name': 'sequel'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10158, 'name': 'alien planet'}, {'id': 166726, 'name': 'female villain'}, {'id': 179101, 'name': 'norse mythology'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}, {'id': 230105, 'name': 'norse god'}, {'id': 240175, 'name': 'loki'}]"
576,The Wild Bunch,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",False,en,18.659,1969-06-17,7.6,1019,"[{'id': 37, 'name': 'Western'}]","[{'id': 240, 'name': 'underdog'}, {'id': 642, 'name': 'robbery'}, {'id': 801, 'name': 'bounty hunter'}, {'id': 1556, 'name': 'texas'}, {'id': 2940, 'name': 'mexican revolution'}, {'id': 6054, 'name': 'friendship'}, {'id': 9812, 'name': 'honor'}, {'id': 10726, 'name': 'gang'}, {'id': 10950, 'name': 'shootout'}, {'id': 13065, 'name': 'soldier'}, {'id': 163671, 'name': 'steam locomotive'}, {'id': 189262, 'name': 'righteous rage'}]"
12102,Kramer vs. Kramer,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.",False,en,12.493,1979-12-07,7.6,1957,"[{'id': 18, 'name': 'Drama'}]","[{'id': 1157, 'name': 'husband wife relationship'}, {'id': 4056, 'name': 'custody battle'}, {'id': 6038, 'name': 'marriage'}, {'id': 15160, 'name': 'divorce'}, {'id': 18035, 'name': 'family'}, {'id': 33494, 'name': 'couple'}, {'id': 162219, 'name': 'selfishness'}, {'id': 168346, 'name': 'manhattan, new york city'}, {'id': 178364, 'name': 'child custody'}, {'id': 216734, 'name': 'abandonment'}]"
16391,Black Narcissus,"A group of Anglican nuns, led by Sister Clodagh, are sent to a mountain in the Himalayas. The climate in the region is hostile and the nuns are housed in an odd old palace. They work to establish a school and a hospital, but slowly their focus shifts. Sister Ruth falls for a government worker, Mr. Dean, and begins to question her vow of celibacy. As Sister Ruth obsesses over Mr. Dean, Sister Clodagh becomes immersed in her own memories of love.",False,en,9.434,1947-05-26,7.6,389,"[{'id': 18, 'name': 'Drama'}]","[{'id': 486, 'name': 'himalaya mountain range'}, {'id': 745, 'name': 'nun'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1262, 'name': 'mountain'}, {'id': 3691, 'name': 'forbidden love'}, {'id': 14636, 'name': 'india'}, {'id': 212899, 'name': 'bengal'}]"
222935,The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",False,en,27.794,2014-05-16,7.6,10490,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'id': 587, 'name': 'amsterdam, netherlands'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 825, 'name': 'support group'}, {'id': 10163, 'name': 'cancer'}, {'id': 160404, 'name': ""valentine's day""}, {'id': 165086, 'name': 'star crossed lovers'}, {'id': 193400, 'name': 'teen drama'}, {'id': 210429, 'name': 'oxygen tank'}, {'id': 246466, 'name': 'based on young adult novel'}]"
642,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",False,en,20.076,1969-01-15,7.6,1902,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","[{'id': 1560, 'name': 'dynamite'}, {'id': 3228, 'name': 'bolivia'}, {'id': 3230, 'name': 'male friendship'}, {'id': 10562, 'name': 'on the run'}, {'id': 10950, 'name': 'shootout'}, {'id': 15214, 'name': 'buddy'}, {'id': 156120, 'name': 'train robbery'}, {'id': 160799, 'name': 'posse'}, {'id': 171795, 'name': 'last stand'}, {'id': 220650, 'name': 'escape plan'}, {'id': 222934, 'name': 'western bandits'}]"
10331,Night of the Living Dead,"A disparate group of individuals takes refuge in an abandoned house when corpses begin to leave the graveyard in search of fresh human bodies to devour. The pragmatic Ben does his best to control the situation, but when the murderous zombies surround the house, the other survivors begin to panic.",False,en,20.825,1968-10-04,7.6,2105,"[{'id': 27, 'name': 'Horror'}]","[{'id': 380, 'name': 'sibling relationship'}, {'id': 697, 'name': 'loss of loved one'}, {'id': 904, 'name': 'pennsylvania, usa'}, {'id': 1227, 'name': 'cemetery'}, {'id': 1419, 'name': 'gun'}, {'id': 1420, 'name': 'gas station'}, {'id': 2602, 'name': 'cellar'}, {'id': 6095, 'name': 'house'}, {'id': 7246, 'name': 'barricade'}, {'id': 12377, 'name': 'zombie'}, {'id': 18029, 'name': 'trapped'}, {'id': 34117, 'name': 'cult film'}, {'id': 155561, 'name': 'bitten'}, {'id': 161196, 'name': 'farm house'}]"
264660,Ex Machina,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",False,en,32.79,2015-01-21,7.6,12114,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 246, 'name': 'dancing'}, {'id': 310, 'name': 'artificial intelligence'}, {'id': 803, 'name': 'android'}, {'id': 1448, 'name': 'distrust'}, {'id': 1533, 'name': 'isolation'}, {'id': 1576, 'name': 'technology'}, {'id': 2887, 'name': 'manipulation'}, {'id': 6054, 'name': 'friendship'}, {'id': 9758, 'name': 'deception'}, {'id': 10124, 'name': 'laboratory'}, {'id': 14544, 'name': 'robot'}, {'id': 14755, 'name': 'power outage'}, {'id': 159433, 'name': 'surveillance camera'}, {'id': 161219, 'name': 'consciousness'}, {'id': 181324, 'name': 'existentialism'}, {'id': 186523, 'name': 'lockdown'}, {'id': 212737, 'name': 'philosophical'}, {'id': 227497, 'name': 'turing test'}, {'id': 233005, 'name': 'cybernetics'}, {'id': 238764, 'name': 'gynoid'}, {'id': 239110, 'name': 'female cyborg'}, {'id': 241609, 'name': 'human android relationship'}]"
2649,The Game,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a cold-hearted loner, receives an unusual present from his younger brother, Conrad: a gift certificate to play a unique kind of game. In nary a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",False,en,21.286,1997-09-12,7.6,5781,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'id': 236, 'name': 'suicide'}, {'id': 380, 'name': 'sibling relationship'}, {'id': 582, 'name': 'san francisco, california'}, {'id': 1419, 'name': 'gun'}, {'id': 1421, 'name': 'birthday'}, {'id': 1946, 'name': 'restaurant'}, {'id': 2849, 'name': 'key'}, {'id': 2887, 'name': 'manipulation'}, {'id': 3883, 'name': 'danger of life'}, {'id': 5732, 'name': 'birthday party'}, {'id': 18249, 'name': 'game'}, {'id': 33626, 'name': 'millionaire'}, {'id': 173303, 'name': 'surprising'}, {'id': 173316, 'name': 'trapped in an elevator'}, {'id': 190703, 'name': 'birthday present'}, {'id': 226257, 'name': 'investment banker'}, {'id': 293948, 'name': 'puzzlement'}]"
600987,Don't F*#% With John Wick,Behind the scenes look at fight choreography and action training.,False,en,11.381,2015-02-03,7.6,25,"[{'id': 99, 'name': 'Documentary'}]",[]
614934,Elvis,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",False,en,48.054,2022-06-22,7.6,2601,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 36, 'name': 'History'}]","[{'id': 578, 'name': ""rock 'n' roll""}, {'id': 5565, 'name': 'biography'}, {'id': 9672, 'name': 'based on true story'}, {'id': 10229, 'name': 'singer'}, {'id': 10572, 'name': 'music business'}, {'id': 208611, 'name': '1950s'}, {'id': 285587, 'name': 'elvis presley'}, {'id': 317975, 'name': 'music movie'}]"
13363,The Man from Earth,"An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",False,en,17.21,2007-06-10,7.6,2070,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","[{'id': 490, 'name': 'philosophy'}, {'id': 1421, 'name': 'birthday'}, {'id': 1992, 'name': 'professor'}, {'id': 2800, 'name': 'psychology'}, {'id': 3036, 'name': 'bible'}, {'id': 3667, 'name': 'time'}, {'id': 3754, 'name': 'legend'}, {'id': 4978, 'name': 'immortality'}, {'id': 10349, 'name': 'survival'}, {'id': 10506, 'name': 'prehistoric'}, {'id': 10937, 'name': 'memory'}, {'id': 10983, 'name': 'anthropology'}, {'id': 11001, 'name': 'religion'}, {'id': 14765, 'name': 'church'}, {'id': 159955, 'name': 'cavemen'}]"
1879,Guess Who's Coming to Dinner,A couple's attitudes are challenged when their daughter brings home a fiancé who is black.,False,en,13.509,1967-12-11,7.6,718,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 582, 'name': 'san francisco, california'}, {'id': 1459, 'name': 'marriage proposal'}, {'id': 6072, 'name': 'ruling class'}, {'id': 6876, 'name': 'vacation'}, {'id': 10131, 'name': 'interracial relationship'}, {'id': 12997, 'name': 'dinner'}, {'id': 13005, 'name': 'doctor'}, {'id': 15478, 'name': 'art gallery'}, {'id': 33476, 'name': 'widower'}, {'id': 165872, 'name': 'miscegenation'}, {'id': 188994, 'name': 'publisher'}]"
244267,I Origins,A molecular biologist's study of the human eye has far-reaching implications about humanity's scientific and spiritual beliefs.,False,en,13.255,2014-07-18,7.6,2961,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","[{'id': 5484, 'name': 'reincarnation'}, {'id': 13005, 'name': 'doctor'}, {'id': 14636, 'name': 'india'}, {'id': 207979, 'name': 'molecular biologist'}]"
514754,Bao,"An aging Chinese mom suffering from empty nest syndrome gets another chance at motherhood when one of her dumplings springs to life as a lively, giggly dumpling boy.",False,en,13.281,2018-06-15,7.6,1048,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 1918, 'name': 'cooking'}, {'id': 6513, 'name': 'cartoon'}, {'id': 10683, 'name': 'coming of age'}, {'id': 13159, 'name': 'chinese'}, {'id': 187056, 'name': 'woman director'}, {'id': 240237, 'name': 'mother son relationship'}, {'id': 244548, 'name': 'dumpling'}, {'id': 263548, 'name': 'short film'}, {'id': 279490, 'name': 'chinese cuisine'}]"
